text,component,f4-audit,f4-auth,f4-camel,f4-core,f4-import-export,f4-java-client,f4-jmeter,f4-ldp,f4-message-consumer,f4-oaiprovider,f4-ontology,f4-transform,f4-vagrant,f4-webapp-plus,legacy - FeSL,legacy - Fedora,legacy - GSearch,legacy - OAIProvider,legacy - OSGi,legacy - Trippi,legacy - community extensions,legacy - java-client
"Workflow Engine Integration Look at existing standards around workflow (see Sandy's  bibliography). Also look at Eden Workflow engine.  Specify somthing that is generalizable and configurable,  so that we do not hard wire any one workflow into  Fedora. Date: 2005-03-24 14:52 Sender: payette Logged In: YES  user_id=128 Can we integrate an existing workflow engine into the  Fedora Service Framework.  This is beyond the simple  submit/review/edit workflow tracking (that we will  implement as a simple workflow service to support Fedora- IR. Date: 2005-02-02 11:29 Sender: payette Logged In: YES  user_id=128 This may be done in cooperation with Fedora Development  Consortium members. - Do we need a Fedora Workflow API? - Will this be done as a service layer on top of Fedora?",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Shibboleth Plugin for AuthN and AuthZ Authentication -- We will Shib-enable Fedora, enabling a  user to provide credentials managed by their origin  institution, and providing a single sign-in solution for  Fedora. We will obtain attributes about users  (Eduperson), and we will use those attributed in  authorization. Authorization -- we will support XML-encoded policies  (XACML). Fedora will constrain what can be expressed  in the policies to things Fedora is prepared to enforce.  Policies can refer to user attributes, and attributes of  Fedora digital objects. We will build the Fedora  authorization module to interpret and enforce policies. Date: 2004-05-11 14:48 Sender: payette Logged In: YES  user_id=128 Security Questionaire: http://www.fedora.info/wiki/bin/view/Fedora/SecurityQuestion nairre Date: 2004-05-11 14:43 Sender: payette Logged In: YES  user_id=128 General Requirements Wiki: http://www.fedora.info/wiki/bin/view/Fedora/AuthenticationRe quirements Scenarios Wiki: http://www.fedora.info/wiki/bin/view/Fedora/AuthNAuthZScen arios  Wiki page:  http://www.fedora.info/wiki/bin/view/Fedora/BasicAuthNAuthZ Specification",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Policy Builder Client Some utility is needed to let people specify the  attributes of the kinds of objects a certain policy should  be inserted into. Then a mass setPolicy is run. Not  sure if this is built into the setPolicy operation, or a  separate utility. Date: 2005-11-03 16:03 Sender: payette Logged In: YES  user_id=128 This is under development and currently working on way to facilitate creation of object-specific policies, and policies about specific datastreams or disseminations.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Use Apache connection pooling library Use Apache db connection pooling library instead of our own custom connection pooling stuff. ,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Option to store Audit Trail outside the object The Audit trail datastream is currently inline XML. When an object has lots of changes a large audit trail will be inlined within the object, bloating the XML file for the object. We want to be able to store the audit trail as managed content or simply in a repository log file. We should consider whether we should allow the choice to be a repository-wide configuration option, and/or an object-specific option.  Also, consider what the default choice should be.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Support for externally-authenticated users This is to deal with the case where authentication occurs outside Fedora by some upper layer application or service. Requests to Fedora are made by the app/service with a proxy user identity (like fedoraAdmin) and the user being represented is provided (in header?). We need to have a Tomcat Login Module to get attributes for the user represented by the proxy. This allows attributes to be available for policy enforcement.,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Address space exhaustion when running Kowari on 32-bit OS Discovered by Chris in NSDL load after fix of Kowari leak.,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Fine-grained control of the subset of RI triples to index Also known as the ""Chinese Menu"" feature, this would allow people to select which subset of the currently-indexed triples they want indexed in the triplestore.  For very large repositories, this can help people cope with triplestore scaling issues.  Examples:  For Derived triples:   - index dc?   - index datastreams?   - index object attributes?  For RELS-EXT triples:   - index all RELS-EXT triples?   - index triples only with a specific list of predicates?   - index triples with a specific predicate URI prefix only?",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Allow use of RELS-EXT/INT assertions for policy enforcement If object properties can be extended with RELS-EXT (both relationship properties and descriptive properties), then it would be good to allow XACML policies to be written that refer to these properties in the Resource target specification of the policy.  This can be done by modifying the DOReader to include RELS-EXT properties along with core properties. The XACML attribute finder code uses DOReader to get object attributes, so it can take whatever it gets from DOReader.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CMA Proof of Concept Based on agreed upon design, refactor core Fedora repository code to make the use of disseminators more dynamic and easy to manage. See initial design proposal:  http://www.cs.cornell.edu/payette/fedora/designs/cmda/",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Support for managed external datastreams This is increasingly an issue that we must deal with. Fedora users trying to do this with large images, texts, and datasets. For very large datasets, the constraining factor is doing this over HTTP.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Initial support for OwnerId - implement OwnerID in FOXML and METS - modify serializers and deserializers to accomodate - add to vocabulary.txt (along with other missing attrs) - verify/modify support in XACML attr finder code,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SRB Implementation of LLStore This is something to think about in terms of storage  expansion. SRB provides virtualization of distributed  hierarchical storage. Can we interface SRB with  Fedora? Apparently, DSpace is pursuing this. Date: 2005-11-16 10:03 Sender: payette Logged In: YES  user_id=128 Also, rework temp store so its not embedded in LLStore.  This may have been handled already by Chris and maybe we just have to remove the configuration of temp store from fcfg and make sure it is not created.   This came out of discussions with the SRB folks who are creating an alternate SRB-based implementation of IFileSystem. As things standnow, IFileSystem implementations are used by FileSystemLowlevelStorage which sets up storage locations for objects, datastreams, and temp files. When a NFS file system or the SRB is used, then we are in the inefficient situation where temp files are passed over a network connection. We really want a local temp store area for the Fedora server. Date: 2005-11-16 09:59 Sender: payette Logged In: YES  user_id=128 Also, set up a server module pattern for FileSystemLowlevelStorage. Date: 2005-11-11 14:23 Sender: payette Logged In: YES  user_id=128 other areas of fedora functions need to iterate through  file system (e.g., ingest when prioritizing order of  bdef/bmech/object).  Figure out how to handle with SRB. Date: 2005-11-11 14:21 Sender: payette Logged In: YES  user_id=128 make sure we come up with a way for Fedora rebuilder to  work with SRB.  Somehow, the SRB would have to be able to  provide list of files (with path locations) Date: 2005-11-03 16:08 Sender: payette Logged In: YES  user_id=128 We have received code from Reagan Moore's group and we need to work out issues, figure out how to configure to SRB, test, and integrate with core Fedora release.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Initial GSearch Implementation Develop a reference implementation of a richer search  and index service (that what is provided by default as  part of the repository itself). This service will harvest  selected content from objects in the repository. It will  query or subscribe to the Fedroa Delta Notification  Module to receive indications of what content has  changed and should be updated. Date: 2005-03-24 11:43 Sender: payette Logged In: YES  user_id=128 Lucene, Zebra?  Full-text indexing capability is desired. Integrated in Framework via RI (for incremental updating). Date: 2004-10-27 16:41 Sender: payette Logged In: YES  user_id=128 - index arbitrary datastream - follow the query/callback scheme - srw/sru overlay",legacy - GSearch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Performance Test for 1M objects We will do a controlled test of Fedora on an average  hardware setup to test performance at different  benchmark levels (200k, 500k, and 1 million objects). We will focus tests in these areas: 1. Ingest 2. Dissemination 3. Default Repository Search (Resource Index) We plan to publish our performance results on the  Fedora web site to provide benchmark data. If bottlenecks or delays are found we will tune the  repository sofware via several techniques: 1. Code modifications 2. RDBMS indexing 3. Caching strategies 4. Repository clustering and load balance Date: 2005-02-02 11:04 Sender: payette Logged In: YES  user_id=128 we want to do this after the new authN/authZ modules are  implemented to measure performance with this overhead  included.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fedora deployable as webapp (.war) - for Tomcat due to authN and authZ implementation  which is in terms of its connections to Tomcat.,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Refactor JUnit Tests for new .war distribution We need a better way than what we have now! Date: 2006-01-26 11:17 Sender: eddie Logged In: YES  user_id=372 With the exception of true unit level tests (that work at the class level), hold off on integration tests until we get some progress on Fedora-as-a-webapp (#585) Date: 2005-11-11 14:55 Sender: payette Logged In: YES  user_id=128 We did a good job on the first pass for 2.1b. 1) develop a junit test to measure api method performance  using jmeter.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Index Dissemination Dependencies in RI This is required to support the new OAI provider.,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ingest/Export Whole Objects There are a number of features that are important for supporting ingest and export of objects. These are: 1. Ingest SIP (self-contained) - This would be for a single digital object, that there is the ability for all datastream content to be inlined or attached so that it is not necessary for the repository to call back to obtain the content bytestream. 2. Ingest Archive - This would be a whole set of self-contained SIPS bound together as an archive that can be ingested into the repository in an efficient manner. 3. Export (self-contained) - This would be an export of a single digital object where the content of all managed content datastreams is inlined or attached.  This can enable a dump and load of a repository since this export can file become a self-contained SIP (as in #1) above. This allows you to dump a Fedora repository, shut it down, and still be able to load up a new repository using the export files as SIPS - without having to do callbacks to the original repository to get the managed content datastreams. 4. Export Archive - This would be a whole set of self-contained export files bound together as an archive. Date: 2006-11-15 10:01 Sender: payette Logged In: YES  user_id=128 Ingest/Export (self-contained objects) is complete (#1 and #3). Ingest/Export archive of many objects is a future item. Date: 2005-11-16 11:27 Sender: payette Logged In: YES  user_id=128 Need to look at options for self-contained SIP ingest: 1) base64 inlining 2) SOAP attachments 3) XOP 4) ARC files 5) other Date: 2005-11-16 11:25 Sender: payette Logged In: YES  user_id=128 More comments on the problem:  Now, the object export will create ""public"" callback URLs for datastreams of type M (managed content). This works well for migration (export from one repository and ingest into new repository) as long as the old repository is up and running at the time of the ingest into the new repository. Then the datastream content can be sucked into the new repository via callback URLs (getItem requests on default disseminator). However, if the old repository is not available after an export, or if you just want to dump and re-load the SAME repository we need a way to get the managed content out of the repository as part of the export. In the Fedora spec, we envisioned a variant of the export file with base-64 encoded binary content inlined for the managed content datastreams. Then, the export file is complete in that it has all the datastream content that was in the repository within it. We can either create another export method on API-M such as exportWithContent() or parameterize the existing export method. From the ingest standpoint, we need to implement logic to look for base64-encoded content or the content location URL as two alternatives.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Proai rcAdmin date should be per-format See bug 129: http://phad.lib.virginia.edu/bugs/show_bug.cgi?id=129,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Proai multi-threaded record retrieval Broadly speaking, the cache update process for Proai has two phase: querying for updates and getting the content for each updated record. The latter phase could be made faster if it were multi-threaded. The following suggested solution depends on tracker item 669 (Proai robustness - transactions and error recovery) being done: - Instead of one, have n threads take x items off the queue and perform concurrent HTTP GETs of the content. Things to consider: - The solution doesn't necessitate that each thread perform it's own reads/writes from/to the db. - Use an appropriate level of abstraction here... possibly a string which is a ""locator"" (not necessarily a URL), so non-http OAIDriver impls can adjust.  Redefining the contract between proai and OAIDriver impls is ok, as long as it doesn't presume a particular locator type.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Use xsi:schemaLocation in DC datastream Currently the OAI provider implementations ""inject"" this attribute because it's not put into the DC automatically (for historic reasons), but it's required for OAI. It would actually be better/cleaner for Fedora to create the DC datastream with the attribute already populated.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Selective Datastream Versioning Fedora has a placeholder in FOXML for the concept of selective datastream versioning. This is in the form of the ""versionable"" attribute on a datastream. Up until Fedora 2.1.1 datastreams are versioned automatically, and every datastream is subject to such versioning. This new feature will allow for versioning on whatever datastreams are marked as ""versionable."" A new API-M method will allow a client to set the versionable attribute on a datastream by datastream basis. The default is that datastreams are versioned. If a datastream was previously set as ""versionable"" and at a later time it is set to not be ""versionable"" the version history will not be purged, it will just stop the versioning from that point on.  This is very beneficial to avoid excessive or superfluous versioning for datastream that it is not necessary or desirable to version. The choice to version or not is made by each repository administrator.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Purge Datastream Versions by Date Range Currently, the purge datastream operation allows versions to be purged, but only from a specified date/time backwards in the version stack. There are times that it is desirable to purge just one version, or purge a set of versions within a data range. One important scenario is to be able to purge the most recent version of a datastream to support transactional activities (that may be set up in middleware above Fedora). If an such a middleware transaction is being managed, and middleware is required to roll back a transaction, it is typically necessary to be able to remove the most recent version of a datastream (given that that datastream was part of the transaction).  Many other cases can arise where it in important to be able to remove versions in a date range, for example, during testing processes, where a bunch of ""junk"" datastream versions get inserted in the version stack.  This feature is implemented by some changes to the Fedora API to accomodate the start/end date range in the purge operation.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"New Triplestore Option: MPTStore A new triplestore to support core relationships management in the core Fedora repository will be developed for the following reasons: - make core repository not dependent on kowari - due to kowari instability issues and high memory requirements, we must ensure that the core repository is not vulnerable to these things - basic relationship management is something we can achieve with a simpler triplestore. - basic relationship management must be contained within the contect of a Fedora API-M transaction.  Right now, the kowari solution entails Fedora writing triples to a buffer that is outside the context of the Fedora API-M transaction, thus it cannot be guaranteed that such triples have successfully been written to the triplestore from the buffer by the time the Fedora API-M transaction is completed.  For these and other reason, a new triplestore is being developed using relational database technology. The design of this triplestore is based on mapped triple tables (thus MTP). It will hold all the same information currently in the Resource Index model.  Initially, it will support SPO queries. This will be an alternative configuration for the Resource Index in the core Fedora. It will still be possible to configure kowari as the triplestore.  At the same time, we are moving forward with designs to have a Resource Index service that can be outside the core Fedora repository. The idea is to have simpler and more tranasction-savvy relationship management at the core of Fedora, then be able to replicate the managed triples from the core to triplestore outside the repository (the Resource Index service) via messaging. The motivation here is to make the external service be where more semantic web activities happen (outside of the core repository). The base information from the repository can be enriched in the service (add information from other ontologies, add other kinds of relationships, whatever.) Then, full blown capabilities such as inferencing, can be done via the service without bogging down the core repository.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Authentication via ServletFilters - Move away from JAAS Servlet filters in the preferred pattern for plugging in authentication and attribute-getting - Use Bill's model done for PubCookie,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Checksum Storage and Validation for Datastreams Based on recommendations from Preservation Services Working Group, implement checksum and checksum validation feature",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Resource Index Refactoring and MPTStore Support - more efficient updates for RI - bug fix for concurrent updates to RI - MPTStore plug-in option (alternate triplestore),legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bundled Postgres driver fails to copy during install None,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Postgres java.lang.NumberFormatException at first startup None,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hash Collision can cause rebuilder to skip some objects None.,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WSDL should declare faults None.,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Unhelpful error from server when adding/modding... ...disseminator with invalid binding.,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Improve shutdown behavior with long-running requests Fedora's webapp  shutdown currently relies on servlet container to ensure all requests are complete.  However, the servlet container doesn't always wait until requests are finished in order to call destroy().  For long-running requests, this can be problematic because the resources (the db, etc) might be closed before the requests have a chance to finish.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
User-provided log messages NOT recorded... ...for object-level API-M Methods.,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
iTQL less-than queries only work on xsd:double... ...datatyped values.,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
